tick,n1,n2,x0,y0,vec_x0,vec_y0,x1,y1,vec_x1,vec_y1,x2,y2,vec_x2,vec_y2,x3,y3,vec_x3,vec_y3,x4,y4,vec_x4,vec_y4,x5,y5,vec_x5,vec_y5,x6,y6,vec_x6,vec_y6,x7,y7,vec_x7,vec_y7,x8,y8,vec_x8,vec_y8,x9,y9,vec_x9,vec_y9
27390,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,98.0,247.81248,12.21875,74.0,92.0,165.03125,121.84375,0.0,0.0,0.0,0.0,178.0,160.0,110.75,254.84375,166.0,174.0,82.71875,55.59375,178.0,162.0,76.9375,216.5,168.0,174.0,129.53125,201.09375,170.0,162.0,68.75,0.0
27420,3,5,0.0,0.0,0.0,0.0,92.0,78.0,225.9375,217.65625,74.0,100.0,224.0,33.0,74.0,94.0,180.40625,132.34375,0.0,0.0,0.0,0.0,178.0,158.0,94.28124,222.125,164.0,174.0,50.59375,38.71875,178.0,160.0,76.71875,195.375,166.0,174.0,77.125,153.375,168.0,160.0,94.65624,16.09375
27450,3,5,0.0,0.0,0.0,0.0,94.0,78.0,233.65625,172.625,74.0,102.0,163.53125,51.4375,74.0,96.0,224.84375,139.28125,0.0,0.0,0.0,0.0,178.0,156.0,63.90625,190.59375,162.0,174.0,20.03125,4.5625,178.0,158.0,76.46875,174.21875,164.0,174.0,24.5625,106.4375,166.0,158.0,121.0,16.21875
27480,3,5,0.0,0.0,0.0,0.0,96.0,78.0,249.5,119.46875,74.0,104.0,197.81248,105.3125,74.0,98.0,246.21875,140.15625,0.0,0.0,0.0,0.0,176.0,154.0,254.96875,169.53125,158.0,172.0,245.56248,225.1875,178.0,156.0,64.34375,153.46875,160.0,174.0,231.625,40.71875,164.0,156.0,134.28125,40.5625
27510,3,5,0.0,0.0,0.0,0.0,100.0,78.0,26.6875,120.6875,74.0,106.0,214.625,160.31248,74.0,100.0,153.34375,134.34375,0.0,0.0,0.0,0.0,178.0,152.0,33.6875,142.65625,156.0,172.0,214.1875,206.4375,178.0,154.0,15.125,137.875,158.0,172.0,183.25,227.78125,162.0,154.0,109.15624,98.65624
27540,3,5,0.0,0.0,0.0,0.0,102.0,78.0,59.90625,123.03124,76.0,108.0,4.875,211.75,74.0,102.0,174.28125,139.4375,0.0,0.0,0.0,0.0,178.0,150.0,106.5,141.34375,154.0,174.0,246.1875,58.0625,178.0,152.0,59.90625,137.53125,156.0,172.0,153.875,253.71875,160.0,152.0,86.25,153.59375
27570,3,5,0.0,0.0,0.0,0.0,104.0,78.0,93.0625,123.625,76.0,112.0,16.5,11.0625,74.0,104.0,195.375,149.31248,0.0,0.0,0.0,0.0,178.0,148.0,87.15624,108.78124,152.0,174.0,223.56248,32.53125,178.0,150.0,92.6875,139.56248,154.0,174.0,118.96875,60.53125,158.0,150.0,69.15624,200.84375
27600,3,5,0.0,0.0,0.0,0.0,106.0,78.0,126.21875,119.09375,76.0,114.0,19.09375,66.84375,74.0,106.0,202.81248,160.03125,0.0,0.0,0.0,0.0,178.0,146.0,67.71875,76.21875,150.0,172.0,192.84375,255.53125,178.0,148.0,42.625,125.5625,152.0,174.0,63.46875,72.90624,156.0,148.0,56.3125,242.5
27630,3,5,0.0,0.0,0.0,0.0,108.0,78.0,159.40625,115.3125,76.0,116.0,21.375,122.625,74.0,108.0,226.65625,169.875,0.0,0.0,0.0,0.0,178.0,144.0,49.625,43.59375,148.0,172.0,183.46875,163.6875,178.0,146.0,40.9375,104.4375,150.0,174.0,8.96875,104.03124,154.0,148.0,43.5,28.125
27660,3,5,0.0,0.0,0.0,0.0,110.0,78.0,192.03125,101.28124,76.0,118.0,25.0,178.34375,76.0,110.0,25.40625,174.75,0.0,0.0,0.0,0.0,178.0,142.0,33.53125,10.84375,146.0,172.0,152.06248,139.53125,178.0,144.0,39.5625,83.28124,146.0,174.0,209.625,125.8125,152.0,146.0,31.78125,68.375
27690,3,5,0.0,0.0,0.0,0.0,112.0,78.0,224.875,88.71875,76.0,120.0,26.28125,234.125,76.0,112.0,74.1875,180.59375,0.0,0.0,0.0,0.0,176.0,138.0,232.46875,241.71875,144.0,172.0,119.5625,130.81248,178.0,142.0,38.34375,62.15625,144.0,174.0,154.25,131.06248,150.0,144.0,20.53125,108.0625
27720,3,5,0.0,0.0,0.0,0.0,116.0,78.0,1.53125,71.15624,76.0,124.0,31.125,33.53125,76.0,114.0,115.15624,187.90625,0.0,0.0,0.0,0.0,176.0,136.0,155.78125,218.96875,142.0,172.0,90.59375,132.375,178.0,140.0,20.25,43.0,142.0,174.0,99.34375,107.9375,148.0,142.0,22.9375,132.875
